id,company,spec,descri,name,brand,class_code,cut_name,classes,numcl
6937947500376,广州市潘高寿天然保健品有限公司,500毫升*15瓶,",",凉茶,潘高寿,50202308,['凉茶'],[],0
6937947500383,广州市潘高寿天然保健品有限公司,310毫升,",",枇杷饮料,潘高寿,50202308,"['枇杷', '饮料']",[],0
6937947500413,广州市潘高寿天然保健品有限公司,310毫升*24罐,",",枇杷饮料,潘高寿,50202308,"['枇杷', '饮料']",[],0
6937947500406,广州市潘高寿天然保健品有限公司,310毫升*12罐,",",枇杷饮料,潘高寿,50202308,"['枇杷', '饮料']",[],0
6936790100016,湛江中粮可口可乐饮料有限公司,355ML,",",可口可乐,中粮,50202308,['可口可乐'],['碳酸饮料（汽水）'],1
6936790100023,湛江中粮可口可乐饮料有限公司,2.0L,",",可口可乐,中粮,50202308,['可口可乐'],['碳酸饮料（汽水）'],1
6936790100030,湛江中粮可口可乐饮料有限公司,1.25L,",",可口可乐,中粮,50202308,['可口可乐'],['碳酸饮料（汽水）'],1
6936790100047,湛江中粮可口可乐饮料有限公司,0.6L,",",可口可乐,中粮,50202308,['可口可乐'],['碳酸饮料（汽水）'],1
6936790100054,湛江中粮可口可乐饮料有限公司,355ML,",",雪碧,中粮,50202308,['雪碧'],[],0
6936790100061,湛江中粮可口可乐饮料有限公司,2.0L,",",雪碧,中粮,50202308,['雪碧'],[],0
6936790100078,湛江中粮可口可乐饮料有限公司,1.25L,",",雪碧,中粮,50202308,['雪碧'],[],0
6936790100085,湛江中粮可口可乐饮料有限公司,0.6L,",",雪碧,中粮,50202308,['雪碧'],[],0
6936790100092,湛江中粮可口可乐饮料有限公司,2.25L,",",芬达橙,中粮,50202308,"['芬达', '橙']",[],0
6936790100108,湛江中粮可口可乐饮料有限公司,2.0L,",",芬达橙,中粮,50202308,"['芬达', '橙']",[],0
6936790100115,湛江中粮可口可乐饮料有限公司,1.25L,",",芬达橙,中粮,50202308,"['芬达', '橙']",[],0
6936790100122,湛江中粮可口可乐饮料有限公司,0.6L,",",芬达橙,中粮,50202308,"['芬达', '橙']",[],0
6936790100139,湛江中粮可口可乐饮料有限公司,2.25L,",",芬达苹果,中粮,50202308,"['芬达', '苹果']",[],0
6936790100146,湛江中粮可口可乐饮料有限公司,2.0L,",",芬达苹果,中粮,50202308,"['芬达', '苹果']",[],0
6936790100153,湛江中粮可口可乐饮料有限公司,1.25L,",",芬达苹果,中粮,50202308,"['芬达', '苹果']",[],0
6936790100160,湛江中粮可口可乐饮料有限公司,0.6L,",",芬达苹果,中粮,50202308,"['芬达', '苹果']",[],0
6936790100177,湛江中粮可口可乐饮料有限公司,2.25L,",",醒目苹果,中粮,50202308,"['醒目', '苹果']",[],0
6936790100184,湛江中粮可口可乐饮料有限公司,2.0L,",",醒目苹果,中粮,50202308,"['醒目', '苹果']",[],0
6936790100191,湛江中粮可口可乐饮料有限公司,1.25L,",",醒目苹果,中粮,50202308,"['醒目', '苹果']",[],0
6936790100207,湛江中粮可口可乐饮料有限公司,0.6L,",",醒目苹果,中粮,50202308,"['醒目', '苹果']",[],0
6933715621106,湛江市湖光饮料有限公司,200ml,",",可乐味饮料,湖光,50202308,"['可乐', '味', '饮料']",[],0
6936176967325,广东加兴堂保健食品有限公司,5克*20小包,,加兴堂牌人参茶,加兴堂,50202308,"['加兴堂', '牌', '人参', '茶']",[],0
6936176967981,广东加兴堂保健食品有限公司,10克*10小包,,加兴堂牌浓缩金银草颗粒,加兴堂,50202308,"['加兴堂', '牌', '浓缩', '金银', '草', '颗粒']",[],0
6936176968292,广东加兴堂保健食品有限公司,10克*12小包,",",润通三清茶,加兴堂,50202308,"['润通', '三', '清茶']",[],0
6936176967974,广东加兴堂保健食品有限公司,5克*16小包,,加兴堂牌孕妇婴幼儿凉茶颗粒,加兴堂,50202308,"['加兴堂', '牌', '孕妇', '婴幼儿', '凉茶', '颗粒']",[],0
6936176968285,广东加兴堂保健食品有限公司,8克*12小包,,加兴堂牌儿板凉茶固体饮料,加兴堂,50202308,"['加兴堂', '牌儿', '板', '凉茶', '固体饮料']",['固态饮料'],1
6936176968278,广东加兴堂保健食品有限公司,8克*12小包,",",儿童开胃颗粒,加兴堂,50202308,"['儿童', '开胃', '颗粒']",[],0
6936176967837,广东加兴堂保健食品有限公司,5克*24小包,,加兴堂凉茶固体饮料,加兴堂,50202308,"['加兴堂', '凉茶', '固体饮料']",['固态饮料'],1
6936176968315,广东加兴堂保健食品有限公司,1.5克*12包,",",益生菌冲剂,加兴堂,50202308,"['益生菌', '冲剂']",[],0
6936176967318,广东加兴堂保健食品有限公司,5克*48小包,",",花旗参茶48包,加兴堂,50202308,"['花旗参', '茶', '48', '包']",[],0
6936176968056,广东加兴堂保健食品有限公司,10克*12小包,",",霍斛杏仁茶,加兴堂,50202308,"['霍斛', '杏仁茶']",[],0
6936176967998,广东加兴堂保健食品有限公司,10克*12小包,,加兴堂牌熬夜清燥固体饮料,加兴堂,50202308,"['加兴堂', '牌', '熬夜', '清燥', '固体饮料']",['固态饮料'],1
6936176968742,广东加兴堂保健食品有限公司,8克*12小包,",",清开灵颗粒,加兴堂,50202308,"['清开灵', '颗粒']",[],0
6936176968759,广东加兴堂保健食品有限公司,5克*12小包,",",藿香正气颗粒,加兴堂,50202308,"['藿香', '正气', '颗粒']",[],0
6936176968728,广东加兴堂保健食品有限公司,50克/瓶,,加兴堂牌青梅喉宝糖,加兴堂,50202308,"['加兴堂', '牌', '青梅', '喉宝', '糖']",[],0
6936176968735,广东加兴堂保健食品有限公司,50克,,加兴堂牌陈皮开胃丹（压片糖）,加兴堂,50202308,"['加兴堂', '牌', '陈皮', '开胃', '丹', '（', '压片', '糖', '）']",[],0
6936176968766,广东加兴堂保健食品有限公司,10克*20小包,,加兴堂牌金银花夏桑菊固体饮料,加兴堂,50202308,"['加兴堂', '牌', '金银花', '夏桑菊', '固体饮料']",['固态饮料'],1
6936176968469,广东加兴堂保健食品有限公司,8克*12小包,",",广东凉茶颗粒,加兴堂,50202308,"['广东', '凉茶', '颗粒']",[],0
6936176968476,广东加兴堂保健食品有限公司,8克*12小包,,加兴堂牌老姜茶固体饮料,加兴堂,50202308,"['加兴堂', '牌', '老姜', '茶', '固体饮料']",['固态饮料'],1
6936176967967,广东加兴堂保健食品有限公司,8克*16小包,,加兴堂牌五仁润肠茶固体饮料,加兴堂,50202308,"['加兴堂', '牌五仁', '润肠', '茶', '固体饮料']",['固态饮料'],1
6936176968490,广东加兴堂保健食品有限公司,10克*14小包,",",好睡星颗粒,加兴堂,50202308,"['好', '睡星', '颗粒']",[],0
6936176968308,广东加兴堂保健食品有限公司,10克*12小包,",",清热利咽茶颗粒,加兴堂,50202308,"['清热', '利咽', '茶', '颗粒']",[],0
6936176968483,广东加兴堂保健食品有限公司,10克*14小包,",",润肠美颜汤颗粒,加兴堂,50202308,"['润肠', '美颜', '汤', '颗粒']",[],0
6945095200017,湛江市苏萨食品有限公司,380ml,",",泡泡汽水（香橙味）,苏萨,50202308,"['泡泡', '汽水', '（', '香橙', '味', '）']",['碳酸饮料（汽水）'],1
6945095200024,湛江市苏萨食品有限公司,380ml,",",果果汽水（苹果味）,苏萨,50202308,"['果果', '汽水', '（', '苹果', '味', '）']",['碳酸饮料（汽水）'],1
6945095200031,湛江市苏萨食品有限公司,380ml,",",果果汽水（蜜桃味）,苏萨,50202308,"['果果', '汽水', '（', '蜜桃', '味', '）']",['碳酸饮料（汽水）'],1
6945095200048,湛江市苏萨食品有限公司,380ml,",",果果汽水（葡萄味）,苏萨,50202308,"['果果', '汽水', '（', '葡萄', '味', '）']",['碳酸饮料（汽水）'],1
6945095200055,湛江市苏萨食品有限公司,380ml,",",果果汽水（蓝莓味）,苏萨,50202308,"['果果', '汽水', '（', '蓝莓', '味', '）']",['碳酸饮料（汽水）'],1
6945095200062,湛江市苏萨食品有限公司,380ml,",",果果汽水（哈蜜瓜味）,苏萨,50202308,"['果果', '汽水', '（', '哈蜜瓜', '味', '）']",['碳酸饮料（汽水）'],1
6945095200079,湛江市苏萨食品有限公司,380ml×18,",",泡泡汽水(香橙味),苏萨,50202308,"['泡泡', '汽水', '(', '香橙', '味', ')']",['碳酸饮料（汽水）'],1
